row,desk,date,firstHalf,secondHalf,day_of_week,day_of_month,month,week_of_year
4781,CLUJ_5_beta_14.4,2024-02-19,1,1,0,19,2,8
4782,CLUJ_5_beta_15.1,2024-02-19,1,0,0,19,2,8
4783,CLUJ_5_beta_15.2,2024-02-19,1,1,0,19,2,8
4784,CLUJ_5_beta_15.3,2024-02-19,1,1,0,19,2,8
4785,CLUJ_5_beta_15.4,2024-02-19,0,0,0,19,2,8
4786,CLUJ_5_beta_16.1,2024-02-19,1,0,0,19,2,8
4787,CLUJ_5_beta_16.2,2024-02-19,1,1,0,19,2,8
4788,CLUJ_5_beta_16.3,2024-02-19,0,0,0,19,2,8
4789,CLUJ_5_beta_16.4,2024-02-19,1,1,0,19,2,8
4790,CLUJ_5_beta_17.1,2024-02-19,1,1,0,19,2,8
4791,CLUJ_5_beta_17.2,2024-02-19,0,1,0,19,2,8
4792,CLUJ_5_beta_17.3,2024-02-19,1,1,0,19,2,8
4793,CLUJ_5_beta_17.4,2024-02-19,1,1,0,19,2,8
4794,CLUJ_5_beta_18.1,2024-02-19,0,1,0,19,2,8
4795,CLUJ_5_beta_18.2,2024-02-19,1,0,0,19,2,8
4796,CLUJ_5_beta_18.3,2024-02-19,1,1,0,19,2,8
4797,CLUJ_5_beta_18.4,2024-02-19,1,1,0,19,2,8
4798,CLUJ_5_beta_18.5,2024-02-19,0,0,0,19,2,8
4799,CLUJ_5_beta_19.1,2024-02-19,0,1,0,19,2,8
4800,CLUJ_5_beta_19.2,2024-02-19,1,1,0,19,2,8
4801,CLUJ_5_beta_19.3,2024-02-19,1,1,0,19,2,8
4802,CLUJ_5_beta_19.4,2024-02-19,0,1,0,19,2,8
4803,CLUJ_5_beta_19.5,2024-02-19,0,0,0,19,2,8
4804,CLUJ_5_beta_19.6,2024-02-19,1,0,0,19,2,8
4805,CLUJ_5_beta_20.1,2024-02-19,0,1,0,19,2,8
4806,CLUJ_5_beta_20.2,2024-02-19,1,1,0,19,2,8
4807,CLUJ_5_beta_20.3,2024-02-19,1,0,0,19,2,8
4808,CLUJ_5_beta_20.4,2024-02-19,1,0,0,19,2,8
4809,CLUJ_5_beta_21.1,2024-02-19,0,0,0,19,2,8
4810,CLUJ_5_beta_21.2,2024-02-19,1,0,0,19,2,8
4811,CLUJ_5_beta_21.3,2024-02-19,0,0,0,19,2,8
4812,CLUJ_5_beta_21.4,2024-02-19,0,0,0,19,2,8
4813,CLUJ_5_beta_22.1,2024-02-19,0,1,0,19,2,8
4814,CLUJ_5_beta_22.2,2024-02-19,1,1,0,19,2,8
4815,CLUJ_5_beta_22.3,2024-02-19,0,1,0,19,2,8
4816,CLUJ_5_beta_22.4,2024-02-19,1,0,0,19,2,8
4817,CLUJ_5_beta_23.1,2024-02-19,0,1,0,19,2,8
4818,CLUJ_5_beta_23.2,2024-02-19,1,1,0,19,2,8
4819,CLUJ_5_beta_23.3,2024-02-19,0,1,0,19,2,8
4820,CLUJ_5_beta_23.4,2024-02-19,1,1,0,19,2,8
4821,CLUJ_5_beta_24.1,2024-02-19,1,1,0,19,2,8
4822,CLUJ_5_beta_24.2,2024-02-19,0,0,0,19,2,8
4823,CLUJ_5_beta_24.3,2024-02-19,1,1,0,19,2,8
4824,CLUJ_5_beta_24.4,2024-02-19,1,1,0,19,2,8
4825,CLUJ_5_beta_25.1,2024-02-19,0,1,0,19,2,8
4826,CLUJ_5_beta_25.2,2024-02-19,1,1,0,19,2,8
4827,CLUJ_5_beta_25.3,2024-02-19,1,0,0,19,2,8
4828,CLUJ_5_beta_25.4,2024-02-19,0,0,0,19,2,8
4829,CLUJ_5_beta_26.1,2024-02-19,0,1,0,19,2,8
4830,CLUJ_5_beta_26.2,2024-02-19,0,0,0,19,2,8
4831,CLUJ_5_beta_26.3,2024-02-19,1,0,0,19,2,8
4832,CLUJ_5_beta_26.4,2024-02-19,1,1,0,19,2,8
4833,CLUJ_5_beta_27.1,2024-02-19,1,1,0,19,2,8
4834,CLUJ_5_beta_27.2,2024-02-19,0,0,0,19,2,8
4835,CLUJ_5_beta_27.3,2024-02-19,0,0,0,19,2,8
4836,CLUJ_5_beta_27.4,2024-02-19,0,1,0,19,2,8
4837,CLUJ_5_beta_28.1,2024-02-19,0,1,0,19,2,8
4838,CLUJ_5_beta_28.2,2024-02-19,1,0,0,19,2,8
4839,CLUJ_5_beta_28.3,2024-02-19,0,1,0,19,2,8
4840,CLUJ_5_beta_28.4,2024-02-19,1,0,0,19,2,8
4841,CLUJ_5_beta_29.1,2024-02-19,1,1,0,19,2,8
4842,CLUJ_5_beta_29.2,2024-02-19,0,0,0,19,2,8
4843,CLUJ_5_beta_29.3,2024-02-19,1,1,0,19,2,8
4844,CLUJ_5_beta_29.4,2024-02-19,0,1,0,19,2,8
4845,CLUJ_5_beta_30.1,2024-02-19,0,0,0,19,2,8
4846,CLUJ_5_beta_30.2,2024-02-19,0,1,0,19,2,8
4847,CLUJ_5_beta_30.3,2024-02-19,0,0,0,19,2,8
4848,CLUJ_5_beta_30.4,2024-02-19,0,1,0,19,2,8
4849,CLUJ_5_beta_31.1,2024-02-19,1,0,0,19,2,8
4850,CLUJ_5_beta_31.2,2024-02-19,1,1,0,19,2,8
4851,CLUJ_5_beta_31.3,2024-02-19,0,0,0,19,2,8
4852,CLUJ_5_beta_31.4,2024-02-19,0,1,0,19,2,8
4853,CLUJ_5_beta_32.1,2024-02-19,0,0,0,19,2,8
4854,CLUJ_5_beta_32.2,2024-02-19,0,1,0,19,2,8
4855,CLUJ_5_beta_32.3,2024-02-19,1,1,0,19,2,8
4856,CLUJ_5_beta_32.4,2024-02-19,0,0,0,19,2,8
4857,CLUJ_5_beta_33.1,2024-02-19,1,1,0,19,2,8
4858,CLUJ_5_beta_33.2,2024-02-19,0,0,0,19,2,8
4859,CLUJ_5_beta_33.3,2024-02-19,1,1,0,19,2,8
4860,CLUJ_5_beta_33.4,2024-02-19,1,1,0,19,2,8
4861,CLUJ_5_beta_1.1,2024-02-20,0,1,1,20,2,8
4862,CLUJ_5_beta_1.2,2024-02-20,0,0,1,20,2,8
4863,CLUJ_5_beta_1.3,2024-02-20,0,0,1,20,2,8
4864,CLUJ_5_beta_1.4,2024-02-20,0,1,1,20,2,8
4865,CLUJ_5_beta_2.1,2024-02-20,0,0,1,20,2,8
4866,CLUJ_5_beta_2.2,2024-02-20,0,0,1,20,2,8
4867,CLUJ_5_beta_2.3,2024-02-20,1,1,1,20,2,8
4868,CLUJ_5_beta_2.4,2024-02-20,0,0,1,20,2,8
4869,CLUJ_5_beta_3.1,2024-02-20,1,0,1,20,2,8
4870,CLUJ_5_beta_3.2,2024-02-20,1,1,1,20,2,8
4871,CLUJ_5_beta_3.3,2024-02-20,0,1,1,20,2,8
4872,CLUJ_5_beta_3.4,2024-02-20,0,1,1,20,2,8
4873,CLUJ_5_beta_4.1,2024-02-20,1,1,1,20,2,8
4874,CLUJ_5_beta_4.2,2024-02-20,1,1,1,20,2,8
4875,CLUJ_5_beta_4.3,2024-02-20,0,1,1,20,2,8
4876,CLUJ_5_beta_4.4,2024-02-20,0,1,1,20,2,8
4877,CLUJ_5_beta_5.1,2024-02-20,1,0,1,20,2,8
4878,CLUJ_5_beta_5.2,2024-02-20,0,1,1,20,2,8
4879,CLUJ_5_beta_5.3,2024-02-20,1,1,1,20,2,8
4880,CLUJ_5_beta_5.4,2024-02-20,1,0,1,20,2,8
4881,CLUJ_5_beta_6.1,2024-02-20,0,1,1,20,2,8
4882,CLUJ_5_beta_6.2,2024-02-20,1,0,1,20,2,8
4883,CLUJ_5_beta_6.3,2024-02-20,1,0,1,20,2,8
4884,CLUJ_5_beta_6.4,2024-02-20,1,1,1,20,2,8
4885,CLUJ_5_beta_7.1,2024-02-20,1,0,1,20,2,8
4886,CLUJ_5_beta_7.2,2024-02-20,1,0,1,20,2,8
4887,CLUJ_5_beta_7.3,2024-02-20,1,1,1,20,2,8
4888,CLUJ_5_beta_7.4,2024-02-20,1,1,1,20,2,8
4889,CLUJ_5_beta_8.1,2024-02-20,1,1,1,20,2,8
4890,CLUJ_5_beta_8.2,2024-02-20,1,1,1,20,2,8
4891,CLUJ_5_beta_8.3,2024-02-20,0,1,1,20,2,8
4892,CLUJ_5_beta_8.4,2024-02-20,0,1,1,20,2,8
4893,CLUJ_5_beta_9.1,2024-02-20,0,1,1,20,2,8
4894,CLUJ_5_beta_9.2,2024-02-20,1,1,1,20,2,8
4895,CLUJ_5_beta_9.3,2024-02-20,0,1,1,20,2,8
4896,CLUJ_5_beta_9.4,2024-02-20,1,0,1,20,2,8
4897,CLUJ_5_beta_10.1,2024-02-20,1,1,1,20,2,8
4898,CLUJ_5_beta_10.2,2024-02-20,0,0,1,20,2,8
4899,CLUJ_5_beta_10.3,2024-02-20,0,0,1,20,2,8
4900,CLUJ_5_beta_10.4,2024-02-20,1,0,1,20,2,8
4901,CLUJ_5_beta_11.1,2024-02-20,0,0,1,20,2,8
4902,CLUJ_5_beta_11.2,2024-02-20,1,1,1,20,2,8
4903,CLUJ_5_beta_11.3,2024-02-20,0,0,1,20,2,8
4904,CLUJ_5_beta_11.4,2024-02-20,1,1,1,20,2,8
4905,CLUJ_5_beta_12.1,2024-02-20,0,1,1,20,2,8
4906,CLUJ_5_beta_12.2,2024-02-20,0,0,1,20,2,8
4907,CLUJ_5_beta_12.3,2024-02-20,1,1,1,20,2,8
4908,CLUJ_5_beta_12.4,2024-02-20,1,1,1,20,2,8
4909,CLUJ_5_beta_13.1,2024-02-20,0,0,1,20,2,8
4910,CLUJ_5_beta_13.2,2024-02-20,1,1,1,20,2,8
4911,CLUJ_5_beta_13.3,2024-02-20,0,1,1,20,2,8
4912,CLUJ_5_beta_13.4,2024-02-20,1,0,1,20,2,8
4913,CLUJ_5_beta_14.1,2024-02-20,0,1,1,20,2,8
4914,CLUJ_5_beta_14.2,2024-02-20,1,0,1,20,2,8
4915,CLUJ_5_beta_14.3,2024-02-20,1,0,1,20,2,8
4916,CLUJ_5_beta_14.4,2024-02-20,0,0,1,20,2,8
4917,CLUJ_5_beta_15.1,2024-02-20,1,1,1,20,2,8
4918,CLUJ_5_beta_15.2,2024-02-20,1,1,1,20,2,8
4919,CLUJ_5_beta_15.3,2024-02-20,1,1,1,20,2,8
4920,CLUJ_5_beta_15.4,2024-02-20,0,1,1,20,2,8
4921,CLUJ_5_beta_16.1,2024-02-20,0,0,1,20,2,8
4922,CLUJ_5_beta_16.2,2024-02-20,0,0,1,20,2,8
4923,CLUJ_5_beta_16.3,2024-02-20,1,1,1,20,2,8
4924,CLUJ_5_beta_16.4,2024-02-20,1,1,1,20,2,8
4925,CLUJ_5_beta_17.1,2024-02-20,1,1,1,20,2,8
4926,CLUJ_5_beta_17.2,2024-02-20,1,1,1,20,2,8
4927,CLUJ_5_beta_17.3,2024-02-20,0,1,1,20,2,8
4928,CLUJ_5_beta_17.4,2024-02-20,1,0,1,20,2,8
4929,CLUJ_5_beta_18.1,2024-02-20,1,0,1,20,2,8
4930,CLUJ_5_beta_18.2,2024-02-20,1,0,1,20,2,8
4931,CLUJ_5_beta_18.3,2024-02-20,0,0,1,20,2,8
4932,CLUJ_5_beta_18.4,2024-02-20,0,0,1,20,2,8
4933,CLUJ_5_beta_18.5,2024-02-20,1,1,1,20,2,8
4934,CLUJ_5_beta_19.1,2024-02-20,1,1,1,20,2,8
4935,CLUJ_5_beta_19.2,2024-02-20,0,0,1,20,2,8
4936,CLUJ_5_beta_19.3,2024-02-20,0,1,1,20,2,8
4937,CLUJ_5_beta_19.4,2024-02-20,0,0,1,20,2,8
4938,CLUJ_5_beta_19.5,2024-02-20,0,1,1,20,2,8
4939,CLUJ_5_beta_19.6,2024-02-20,1,1,1,20,2,8
4940,CLUJ_5_beta_20.1,2024-02-20,1,1,1,20,2,8
4941,CLUJ_5_beta_20.2,2024-02-20,1,0,1,20,2,8
4942,CLUJ_5_beta_20.3,2024-02-20,0,1,1,20,2,8
4943,CLUJ_5_beta_20.4,2024-02-20,1,1,1,20,2,8
4944,CLUJ_5_beta_21.1,2024-02-20,0,0,1,20,2,8
4945,CLUJ_5_beta_21.2,2024-02-20,0,0,1,20,2,8
4946,CLUJ_5_beta_21.3,2024-02-20,0,0,1,20,2,8
4947,CLUJ_5_beta_21.4,2024-02-20,1,0,1,20,2,8
4948,CLUJ_5_beta_22.1,2024-02-20,0,0,1,20,2,8
4949,CLUJ_5_beta_22.2,2024-02-20,1,0,1,20,2,8
4950,CLUJ_5_beta_22.3,2024-02-20,1,1,1,20,2,8
4951,CLUJ_5_beta_22.4,2024-02-20,1,1,1,20,2,8
4952,CLUJ_5_beta_23.1,2024-02-20,1,1,1,20,2,8
4953,CLUJ_5_beta_23.2,2024-02-20,0,0,1,20,2,8
4954,CLUJ_5_beta_23.3,2024-02-20,1,0,1,20,2,8
4955,CLUJ_5_beta_23.4,2024-02-20,1,1,1,20,2,8
4956,CLUJ_5_beta_24.1,2024-02-20,0,0,1,20,2,8
4957,CLUJ_5_beta_24.2,2024-02-20,0,1,1,20,2,8
4958,CLUJ_5_beta_24.3,2024-02-20,0,1,1,20,2,8
4959,CLUJ_5_beta_24.4,2024-02-20,0,0,1,20,2,8
4960,CLUJ_5_beta_25.1,2024-02-20,0,0,1,20,2,8
4961,CLUJ_5_beta_25.2,2024-02-20,0,0,1,20,2,8
4962,CLUJ_5_beta_25.3,2024-02-20,1,0,1,20,2,8
4963,CLUJ_5_beta_25.4,2024-02-20,0,1,1,20,2,8
4964,CLUJ_5_beta_26.1,2024-02-20,1,0,1,20,2,8
4965,CLUJ_5_beta_26.2,2024-02-20,1,1,1,20,2,8
4966,CLUJ_5_beta_26.3,2024-02-20,1,0,1,20,2,8
4967,CLUJ_5_beta_26.4,2024-02-20,0,0,1,20,2,8
4968,CLUJ_5_beta_27.1,2024-02-20,0,0,1,20,2,8
4969,CLUJ_5_beta_27.2,2024-02-20,0,0,1,20,2,8
4970,CLUJ_5_beta_27.3,2024-02-20,1,0,1,20,2,8
4971,CLUJ_5_beta_27.4,2024-02-20,1,0,1,20,2,8
4972,CLUJ_5_beta_28.1,2024-02-20,1,1,1,20,2,8
4973,CLUJ_5_beta_28.2,2024-02-20,0,1,1,20,2,8
4974,CLUJ_5_beta_28.3,2024-02-20,1,0,1,20,2,8
4975,CLUJ_5_beta_28.4,2024-02-20,0,0,1,20,2,8
4976,CLUJ_5_beta_29.1,2024-02-20,1,1,1,20,2,8
4977,CLUJ_5_beta_29.2,2024-02-20,1,1,1,20,2,8
4978,CLUJ_5_beta_29.3,2024-02-20,0,0,1,20,2,8
4979,CLUJ_5_beta_29.4,2024-02-20,0,0,1,20,2,8
4980,CLUJ_5_beta_30.1,2024-02-20,1,0,1,20,2,8
4981,CLUJ_5_beta_30.2,2024-02-20,0,0,1,20,2,8
4982,CLUJ_5_beta_30.3,2024-02-20,0,1,1,20,2,8
4983,CLUJ_5_beta_30.4,2024-02-20,1,0,1,20,2,8
4984,CLUJ_5_beta_31.1,2024-02-20,0,0,1,20,2,8
4985,CLUJ_5_beta_31.2,2024-02-20,1,0,1,20,2,8
4986,CLUJ_5_beta_31.3,2024-02-20,1,0,1,20,2,8
4987,CLUJ_5_beta_31.4,2024-02-20,1,1,1,20,2,8
4988,CLUJ_5_beta_32.1,2024-02-20,1,1,1,20,2,8
4989,CLUJ_5_beta_32.2,2024-02-20,1,0,1,20,2,8
4990,CLUJ_5_beta_32.3,2024-02-20,1,1,1,20,2,8
4991,CLUJ_5_beta_32.4,2024-02-20,1,0,1,20,2,8
4992,CLUJ_5_beta_33.1,2024-02-20,1,1,1,20,2,8
4993,CLUJ_5_beta_33.2,2024-02-20,0,0,1,20,2,8
4994,CLUJ_5_beta_33.3,2024-02-20,0,1,1,20,2,8
4995,CLUJ_5_beta_33.4,2024-02-20,1,0,1,20,2,8
4996,CLUJ_5_beta_1.1,2024-02-21,0,1,2,21,2,8
4997,CLUJ_5_beta_1.2,2024-02-21,1,1,2,21,2,8
4998,CLUJ_5_beta_1.3,2024-02-21,1,1,2,21,2,8
4999,CLUJ_5_beta_1.4,2024-02-21,0,1,2,21,2,8
5000,CLUJ_5_beta_2.1,2024-02-21,0,0,2,21,2,8
5001,CLUJ_5_beta_2.2,2024-02-21,0,0,2,21,2,8
5002,CLUJ_5_beta_2.3,2024-02-21,1,1,2,21,2,8
5003,CLUJ_5_beta_2.4,2024-02-21,0,0,2,21,2,8
5004,CLUJ_5_beta_3.1,2024-02-21,1,0,2,21,2,8
5005,CLUJ_5_beta_3.2,2024-02-21,0,1,2,21,2,8
5006,CLUJ_5_beta_3.3,2024-02-21,1,0,2,21,2,8
5007,CLUJ_5_beta_3.4,2024-02-21,0,0,2,21,2,8
5008,CLUJ_5_beta_4.1,2024-02-21,0,0,2,21,2,8
5009,CLUJ_5_beta_4.2,2024-02-21,1,0,2,21,2,8
5010,CLUJ_5_beta_4.3,2024-02-21,1,1,2,21,2,8
5011,CLUJ_5_beta_4.4,2024-02-21,0,1,2,21,2,8
5012,CLUJ_5_beta_5.1,2024-02-21,1,1,2,21,2,8
5013,CLUJ_5_beta_5.2,2024-02-21,1,0,2,21,2,8
5014,CLUJ_5_beta_5.3,2024-02-21,0,0,2,21,2,8
5015,CLUJ_5_beta_5.4,2024-02-21,1,1,2,21,2,8
5016,CLUJ_5_beta_6.1,2024-02-21,1,1,2,21,2,8
5017,CLUJ_5_beta_6.2,2024-02-21,1,0,2,21,2,8
5018,CLUJ_5_beta_6.3,2024-02-21,0,0,2,21,2,8
5019,CLUJ_5_beta_6.4,2024-02-21,1,0,2,21,2,8
5020,CLUJ_5_beta_7.1,2024-02-21,1,0,2,21,2,8
5021,CLUJ_5_beta_7.2,2024-02-21,1,0,2,21,2,8
5022,CLUJ_5_beta_7.3,2024-02-21,0,1,2,21,2,8
5023,CLUJ_5_beta_7.4,2024-02-21,1,1,2,21,2,8
5024,CLUJ_5_beta_8.1,2024-02-21,1,1,2,21,2,8
5025,CLUJ_5_beta_8.2,2024-02-21,0,1,2,21,2,8
5026,CLUJ_5_beta_8.3,2024-02-21,1,0,2,21,2,8
5027,CLUJ_5_beta_8.4,2024-02-21,1,0,2,21,2,8
5028,CLUJ_5_beta_9.1,2024-02-21,0,0,2,21,2,8
5029,CLUJ_5_beta_9.2,2024-02-21,0,1,2,21,2,8
5030,CLUJ_5_beta_9.3,2024-02-21,1,0,2,21,2,8
5031,CLUJ_5_beta_9.4,2024-02-21,0,1,2,21,2,8
5032,CLUJ_5_beta_10.1,2024-02-21,0,0,2,21,2,8
5033,CLUJ_5_beta_10.2,2024-02-21,0,0,2,21,2,8
5034,CLUJ_5_beta_10.3,2024-02-21,0,1,2,21,2,8
5035,CLUJ_5_beta_10.4,2024-02-21,0,1,2,21,2,8
5036,CLUJ_5_beta_11.1,2024-02-21,0,1,2,21,2,8
5037,CLUJ_5_beta_11.2,2024-02-21,0,0,2,21,2,8
5038,CLUJ_5_beta_11.3,2024-02-21,1,1,2,21,2,8
5039,CLUJ_5_beta_11.4,2024-02-21,1,1,2,21,2,8
5040,CLUJ_5_beta_12.1,2024-02-21,0,0,2,21,2,8
5041,CLUJ_5_beta_12.2,2024-02-21,0,1,2,21,2,8
5042,CLUJ_5_beta_12.3,2024-02-21,1,1,2,21,2,8
5043,CLUJ_5_beta_12.4,2024-02-21,0,1,2,21,2,8
5044,CLUJ_5_beta_13.1,2024-02-21,1,0,2,21,2,8
5045,CLUJ_5_beta_13.2,2024-02-21,0,0,2,21,2,8
5046,CLUJ_5_beta_13.3,2024-02-21,0,0,2,21,2,8
5047,CLUJ_5_beta_13.4,2024-02-21,0,0,2,21,2,8
5048,CLUJ_5_beta_14.1,2024-02-21,1,1,2,21,2,8
5049,CLUJ_5_beta_14.2,2024-02-21,0,1,2,21,2,8
5050,CLUJ_5_beta_14.3,2024-02-21,0,1,2,21,2,8
5051,CLUJ_5_beta_14.4,2024-02-21,1,0,2,21,2,8
5052,CLUJ_5_beta_15.1,2024-02-21,0,1,2,21,2,8
5053,CLUJ_5_beta_15.2,2024-02-21,0,0,2,21,2,8
5054,CLUJ_5_beta_15.3,2024-02-21,0,1,2,21,2,8
5055,CLUJ_5_beta_15.4,2024-02-21,1,1,2,21,2,8
5056,CLUJ_5_beta_16.1,2024-02-21,1,1,2,21,2,8
5057,CLUJ_5_beta_16.2,2024-02-21,1,0,2,21,2,8
5058,CLUJ_5_beta_16.3,2024-02-21,1,1,2,21,2,8
5059,CLUJ_5_beta_16.4,2024-02-21,0,1,2,21,2,8
5060,CLUJ_5_beta_17.1,2024-02-21,1,1,2,21,2,8
5061,CLUJ_5_beta_17.2,2024-02-21,1,0,2,21,2,8
5062,CLUJ_5_beta_17.3,2024-02-21,0,1,2,21,2,8
5063,CLUJ_5_beta_17.4,2024-02-21,1,0,2,21,2,8
5064,CLUJ_5_beta_18.1,2024-02-21,1,1,2,21,2,8
5065,CLUJ_5_beta_18.2,2024-02-21,1,1,2,21,2,8
5066,CLUJ_5_beta_18.3,2024-02-21,0,0,2,21,2,8
5067,CLUJ_5_beta_18.4,2024-02-21,1,0,2,21,2,8
5068,CLUJ_5_beta_18.5,2024-02-21,1,0,2,21,2,8
5069,CLUJ_5_beta_19.1,2024-02-21,1,0,2,21,2,8
5070,CLUJ_5_beta_19.2,2024-02-21,0,0,2,21,2,8
5071,CLUJ_5_beta_19.3,2024-02-21,1,1,2,21,2,8
5072,CLUJ_5_beta_19.4,2024-02-21,0,1,2,21,2,8
5073,CLUJ_5_beta_19.5,2024-02-21,0,0,2,21,2,8
5074,CLUJ_5_beta_19.6,2024-02-21,1,1,2,21,2,8
5075,CLUJ_5_beta_20.1,2024-02-21,0,1,2,21,2,8
5076,CLUJ_5_beta_20.2,2024-02-21,1,0,2,21,2,8
5077,CLUJ_5_beta_20.3,2024-02-21,1,1,2,21,2,8
5078,CLUJ_5_beta_20.4,2024-02-21,1,0,2,21,2,8
5079,CLUJ_5_beta_21.1,2024-02-21,1,1,2,21,2,8
5080,CLUJ_5_beta_21.2,2024-02-21,0,0,2,21,2,8
5081,CLUJ_5_beta_21.3,2024-02-21,1,1,2,21,2,8
5082,CLUJ_5_beta_21.4,2024-02-21,0,1,2,21,2,8
5083,CLUJ_5_beta_22.1,2024-02-21,0,0,2,21,2,8
5084,CLUJ_5_beta_22.2,2024-02-21,1,0,2,21,2,8
5085,CLUJ_5_beta_22.3,2024-02-21,1,1,2,21,2,8
5086,CLUJ_5_beta_22.4,2024-02-21,1,1,2,21,2,8
5087,CLUJ_5_beta_23.1,2024-02-21,0,1,2,21,2,8
5088,CLUJ_5_beta_23.2,2024-02-21,0,1,2,21,2,8
5089,CLUJ_5_beta_23.3,2024-02-21,0,1,2,21,2,8
5090,CLUJ_5_beta_23.4,2024-02-21,0,1,2,21,2,8
5091,CLUJ_5_beta_24.1,2024-02-21,1,1,2,21,2,8
5092,CLUJ_5_beta_24.2,2024-02-21,1,0,2,21,2,8
5093,CLUJ_5_beta_24.3,2024-02-21,1,0,2,21,2,8
5094,CLUJ_5_beta_24.4,2024-02-21,0,0,2,21,2,8
5095,CLUJ_5_beta_25.1,2024-02-21,0,1,2,21,2,8
5096,CLUJ_5_beta_25.2,2024-02-21,1,0,2,21,2,8
5097,CLUJ_5_beta_25.3,2024-02-21,0,1,2,21,2,8
5098,CLUJ_5_beta_25.4,2024-02-21,0,1,2,21,2,8
5099,CLUJ_5_beta_26.1,2024-02-21,0,0,2,21,2,8
5100,CLUJ_5_beta_26.2,2024-02-21,0,1,2,21,2,8
5101,CLUJ_5_beta_26.3,2024-02-21,0,0,2,21,2,8
5102,CLUJ_5_beta_26.4,2024-02-21,1,1,2,21,2,8
5103,CLUJ_5_beta_27.1,2024-02-21,0,1,2,21,2,8
5104,CLUJ_5_beta_27.2,2024-02-21,0,0,2,21,2,8
5105,CLUJ_5_beta_27.3,2024-02-21,1,0,2,21,2,8
5106,CLUJ_5_beta_27.4,2024-02-21,1,1,2,21,2,8
5107,CLUJ_5_beta_28.1,2024-02-21,1,0,2,21,2,8
5108,CLUJ_5_beta_28.2,2024-02-21,0,1,2,21,2,8
5109,CLUJ_5_beta_28.3,2024-02-21,1,1,2,21,2,8
5110,CLUJ_5_beta_28.4,2024-02-21,0,1,2,21,2,8
5111,CLUJ_5_beta_29.1,2024-02-21,0,0,2,21,2,8
5112,CLUJ_5_beta_29.2,2024-02-21,1,1,2,21,2,8
5113,CLUJ_5_beta_29.3,2024-02-21,0,0,2,21,2,8
5114,CLUJ_5_beta_29.4,2024-02-21,1,1,2,21,2,8
5115,CLUJ_5_beta_30.1,2024-02-21,1,1,2,21,2,8
5116,CLUJ_5_beta_30.2,2024-02-21,0,0,2,21,2,8
5117,CLUJ_5_beta_30.3,2024-02-21,0,0,2,21,2,8
5118,CLUJ_5_beta_30.4,2024-02-21,1,0,2,21,2,8
5119,CLUJ_5_beta_31.1,2024-02-21,1,0,2,21,2,8
5120,CLUJ_5_beta_31.2,2024-02-21,1,1,2,21,2,8
5121,CLUJ_5_beta_31.3,2024-02-21,1,0,2,21,2,8
5122,CLUJ_5_beta_31.4,2024-02-21,1,0,2,21,2,8
5123,CLUJ_5_beta_32.1,2024-02-21,1,1,2,21,2,8
5124,CLUJ_5_beta_32.2,2024-02-21,1,0,2,21,2,8
5125,CLUJ_5_beta_32.3,2024-02-21,0,1,2,21,2,8
5126,CLUJ_5_beta_32.4,2024-02-21,1,1,2,21,2,8
5127,CLUJ_5_beta_33.1,2024-02-21,0,0,2,21,2,8
5128,CLUJ_5_beta_33.2,2024-02-21,0,1,2,21,2,8
5129,CLUJ_5_beta_33.3,2024-02-21,1,0,2,21,2,8
5130,CLUJ_5_beta_33.4,2024-02-21,1,0,2,21,2,8
5131,CLUJ_5_beta_1.1,2024-02-22,1,0,3,22,2,8
5132,CLUJ_5_beta_1.2,2024-02-22,1,0,3,22,2,8
5133,CLUJ_5_beta_1.3,2024-02-22,0,1,3,22,2,8
5134,CLUJ_5_beta_1.4,2024-02-22,0,1,3,22,2,8
5135,CLUJ_5_beta_2.1,2024-02-22,1,0,3,22,2,8
5136,CLUJ_5_beta_2.2,2024-02-22,1,1,3,22,2,8
5137,CLUJ_5_beta_2.3,2024-02-22,0,1,3,22,2,8
5138,CLUJ_5_beta_2.4,2024-02-22,1,0,3,22,2,8
5139,CLUJ_5_beta_3.1,2024-02-22,0,0,3,22,2,8
5140,CLUJ_5_beta_3.2,2024-02-22,0,1,3,22,2,8
5141,CLUJ_5_beta_3.3,2024-02-22,0,0,3,22,2,8
5142,CLUJ_5_beta_3.4,2024-02-22,0,1,3,22,2,8
5143,CLUJ_5_beta_4.1,2024-02-22,1,0,3,22,2,8
5144,CLUJ_5_beta_4.2,2024-02-22,1,0,3,22,2,8
5145,CLUJ_5_beta_4.3,2024-02-22,1,0,3,22,2,8
5146,CLUJ_5_beta_4.4,2024-02-22,0,1,3,22,2,8
5147,CLUJ_5_beta_5.1,2024-02-22,1,0,3,22,2,8
5148,CLUJ_5_beta_5.2,2024-02-22,0,1,3,22,2,8
5149,CLUJ_5_beta_5.3,2024-02-22,0,0,3,22,2,8
5150,CLUJ_5_beta_5.4,2024-02-22,1,0,3,22,2,8
5151,CLUJ_5_beta_6.1,2024-02-22,1,1,3,22,2,8
5152,CLUJ_5_beta_6.2,2024-02-22,0,0,3,22,2,8
5153,CLUJ_5_beta_6.3,2024-02-22,1,1,3,22,2,8
5154,CLUJ_5_beta_6.4,2024-02-22,0,0,3,22,2,8
5155,CLUJ_5_beta_7.1,2024-02-22,1,1,3,22,2,8
5156,CLUJ_5_beta_7.2,2024-02-22,1,0,3,22,2,8
5157,CLUJ_5_beta_7.3,2024-02-22,1,1,3,22,2,8
